#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Discord","2","431","422858752","19050496","15040512","24848","C:\Users\White-Hat-Gamer\AppData\Local\Discord\app-0.0.304\Discord.exe","Discord Inc.","0.421875","0.0.304","0.0.304","Discord","Discord","Process","8",,"False",,"5056","Microsoft.Win32.SafeHandles.SafeProcessHandle","431","11040",".","0","","System.Diagnostics.ProcessModule (Discord.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24848","24848","15040512","15040512","471352","471352","402771968","402771968","111243264","111243264","745705472","745705472","True","Normal","15040512","15040512","00:00:00.3125000","Discord","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:42",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.1093750","422858752","422858752","False",,,,"19050496","19050496",,
"dllhost","2","153","2203428978688","9195520","2256896","9376","C:\WINDOWS\system32\DllHost.exe","Microsoft Corporation","0.1875","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","COM Surrogate","Microsoft? Windows? Operating System","Process","8",,"False",,"4228","Microsoft.Win32.SafeHandles.SafeProcessHandle","153","13572",".","0","","System.Diagnostics.ProcessModule (DllHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9376","9376","2256896","2256896","137144","137144","4603904","4603904","11440128","11440128","189095936","2203507318784","True","Normal","2256896","2256896","00:00:00.1562500","dllhost","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 18:35:38",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0312500","110755840","2203428978688","False",,,,"9195520","9195520",,
"dwm","2","932","2203888771072","166469632","128708608","101128","C:\WINDOWS\System32\dwm.exe","Microsoft Corporation","513.4375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Desktop Window Manager","Microsoft? Windows? Operating System","Process","13",,"False",,"4496","Microsoft.Win32.SafeHandles.SafeProcessHandle","932","5268",".","0","","System.Diagnostics.ProcessModule (dwm.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","101128","101128","128708608","128708608","723328","723328","160333824","160333824","258162688","258162688","602726400","2203920949248","True","High","128708608","128708608","00:02:52.5156250","dwm","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 03:18:50",,"System.Diagnostics.ProcessThreadCollection","00:08:33.4375000","00:05:40.9218750","570548224","2203888771072","False",,,,"166469632","166469632",,
"E_S60RPB","0","128","4392210432","3842048","1429504","8024","C:\Program Files\Common Files\EPSON\EPW!3 SSRP\E_S60RPB.EXE","SEIKO EPSON CORPORATION","0.046875","8.00","8.00","EPSON Status Monitor 3","EPSON Status Monitor 3","Process","8",,"False",,"1812","Microsoft.Win32.SafeHandles.SafeProcessHandle","128","4044",".","0","","System.Diagnostics.ProcessModule (E_S60RPB.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8024","8024","1429504","1429504","124032","124032","1482752","1482752","5943296","5943296","98877440","4393844736","True","Normal","1429504","1429504","00:00:00.0312500","E_S60RPB","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","97243136","4392210432","False",,,,"3842048","3842048",,
"EpicGamesLauncher","2","932","5157511168","70340608","181465088","84304","C:\Program Files (x86)\Epic Games\Launcher\Portal\Binaries\Win64\EpicGamesLauncher.exe","","14.609375","","","","","Process","8",,"False",,"4688","Microsoft.Win32.SafeHandles.SafeProcessHandle","932","2700",".","0","","System.Diagnostics.ProcessModule (EpicGamesLauncher.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","84304","84304","181465088","181465088","818656","818656","233439232","233439232","174018560","174018560","1005842432","5300809728","True","Normal","181465088","181465088","00:00:07.7812500","EpicGamesLauncher","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:30",,"System.Diagnostics.ProcessThreadCollection","00:00:14.6093750","00:00:06.8281250","862543872","5157511168","False",,,,"70340608","70340608",,
"explorer","2","2833","2204289806336","238649344","102440960","107368","C:\WINDOWS\Explorer.EXE","Microsoft Corporation","149.03125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Windows Explorer","Microsoft? Windows? Operating System","Process","8",,"False",,"3484","Microsoft.Win32.SafeHandles.SafeProcessHandle","2833","13608",".","65934","","System.Diagnostics.ProcessModule (Explorer.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","107368","107368","102440960","102440960","1431488","1431488","174010368","174010368","302694400","302694400","1142898688","2204461121536","True","Normal","102440960","102440960","00:01:44.3593750","explorer","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:12",,"System.Diagnostics.ProcessThreadCollection","00:02:29.0312500","00:00:44.6718750","971583488","2204289806336","False",,,,"238649344","238649344",,
"fontdrvhost","0","45","2203414765568","6664192","1699840","6112","C:\WINDOWS\system32\fontdrvhost.exe","Microsoft Corporation","0.0625","10.0.17134.376 (WinBuild.160101.0800)","10.0.17134.376","Usermode Font Driver Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4492","Microsoft.Win32.SafeHandles.SafeProcessHandle","45","1012",".","0","","System.Diagnostics.ProcessModule (fontdrvhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6112","6112","1699840","1699840","90704","90704","1769472","1769472","6975488","6975488","98115584","2203416338432","True","Normal","1699840","1699840","00:00:00.0312500","fontdrvhost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","96542720","2203414765568","False",,,,"6664192","6664192",,
"fontdrvhost","2","45","2203527491584","6287360","4251648","9104","C:\WINDOWS\System32\fontdrvhost.exe","Microsoft Corporation","0.484375","10.0.17134.376 (WinBuild.160101.0800)","10.0.17134.376","Usermode Font Driver Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4020","Microsoft.Win32.SafeHandles.SafeProcessHandle","45","6136",".","0","","System.Diagnostics.ProcessModule (fontdrvhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","4251648","4251648","304728","304728","4251648","4251648","9043968","9043968","210903040","2203529125888","True","Normal","4251648","4251648","00:00:00.2187500","fontdrvhost","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 03:18:50",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4843750","00:00:00.2656250","209268736","2203527491584","False",,,,"6287360","6287360",,
"GameScannerService","0","477","212783104","13885440","23207936","29824","C:\Program Files (x86)\Razer\Razer Services\GSS\GameScannerService.exe","","32.21875","1.0.6.2849","1.0.6.2849","GameScannerService","GameScannerService","Process","8",,"False",,"4428","Microsoft.Win32.SafeHandles.SafeProcessHandle","477","3976",".","0","","System.Diagnostics.ProcessModule (GameScannerService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29824","29824","23207936","23207936","336160","336160","25776128","25776128","37421056","37421056","398622720","398622720","True","Normal","23207936","23207936","00:00:23.1406250","GameScannerService","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:32.2187500","00:00:09.0781250","212783104","212783104","False",,,,"13885440","13885440",,
"Idle","0","0","8192","8192","57344","272",,,,,,,,"Process","0",,,,,,"0","0",".","0","",,,,,"272","272","57344","57344","0","0","57344","57344","8192","8192","8192","8192",,,"57344","57344",,"Idle",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"8192","8192","False",,,,"8192","8192",,
"iPodService","0","152","4385259520","6164480","2527232","9848","C:\Program Files\iPod\bin\iPodService.exe","Apple Inc.","1.3125","12.9.2.6","12.9.2.6","iPod Service","iPodService","Process","8",,"False",,"3900","Microsoft.Win32.SafeHandles.SafeProcessHandle","152","12784",".","0","","System.Diagnostics.ProcessModule (iPodService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9848","9848","2527232","2527232","90160","90160","2625536","2625536","8474624","8474624","96575488","4391542784","True","Normal","2527232","2527232","00:00:00.7031250","iPodService","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:42",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3125000","00:00:00.6093750","90292224","4385259520","False",,,,"6164480","6164480",,
"iTunesHelper","2","278","4485279744","12374016","4341760","19424","C:\Program Files\iTunes\iTunesHelper.exe","Apple Inc.","0.078125","12.9.2.6","12.9.2.6","iTunesHelper","iTunes","Process","8",,"False",,"5096","Microsoft.Win32.SafeHandles.SafeProcessHandle","278","9032",".","0","","System.Diagnostics.ProcessModule (iTunesHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19424","19424","4341760","4341760","303288","303288","4464640","4464640","15835136","15835136","196612096","4491579392","True","Normal","4341760","4341760","00:00:00.0468750","iTunesHelper","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:29",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0312500","190312448","4485279744","False",,,,"12374016","12374016",,
"LsaIso","0","54","2203369242624","6955008","847872","5160","C:\WINDOWS\system32\lsaiso.exe","Microsoft Corporation","0","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Credential Guard & Key Guard","Microsoft? Windows? Operating System","Process","8",,"False",,"3836","Microsoft.Win32.SafeHandles.SafeProcessHandle","54","960",".","0","","System.Diagnostics.ProcessModule (lsaiso.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","5160","5160","847872","847872","29096","29096","937984","937984","7282688","7282688","52592640","2203370815488","True","Normal","847872","847872","00:00:00","LsaIso","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","51019776","2203369242624","False",,,,"6955008","6955008",,
"lsass","0","1730","2203426304000","29138944","9187328","29832","C:\WINDOWS\system32\lsass.exe","Microsoft Corporation","43.734375","10.0.17134.376 (WinBuild.160101.0800)","10.0.17134.376","Local Security Authority Process","Microsoft? Windows? Operating System","Process","9",,"False",,"3012","Microsoft.Win32.SafeHandles.SafeProcessHandle","1730","988",".","0","","System.Diagnostics.ProcessModule (lsass.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29832","29832","9187328","9187328","145016","145016","9936896","9936896","30130176","30130176","109998080","2203428220928","True","Normal","9187328","9187328","00:00:24.5312500","lsass","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:43.7343750","00:00:19.2031250","108081152","2203426304000","False",,,,"29138944","29138944",,
"mDNSResponder","0","166","4367568896","4890624","2031616","14560","C:\Program Files\Bonjour\mDNSResponder.exe","Apple Inc.","0.765625","3,1,0,1","3,1,0,1","Bonjour Service","Bonjour","Process","8",,"False",,"1652","Microsoft.Win32.SafeHandles.SafeProcessHandle","166","3236",".","0","","System.Diagnostics.ProcessModule (mDNSResponder.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14560","14560","2031616","2031616","73320","73320","2199552","2199552","7176192","7176192","78893056","4373860352","True","Normal","2031616","2031616","00:00:00.5937500","mDNSResponder","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7656250","00:00:00.1718750","72601600","4367568896","False",,,,"4890624","4890624",,
"Memory Compression","0","0","270008320","247599104","1044480","0",,,"98.765625",,,,,"Process","8",,,,,,"0","2640",".","0","",,,,,"0","0","1044480","1044480","4224","4224","3944448","3944448","1083711488","1083711488","1989935104","1989935104",,,"1044480","1044480","00:01:38.7656250","Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:01:38.7656250","00:00:00","270008320","270008320","False",,,,"247599104","247599104",,
"Microsoft.Photos","2","1096","5343158272","39616512","64528384","51696","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.18114.17710.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","Microsoft Corporation","1.921875","2019.18114.17710.00000","2019.18114.1771000000-release2019.01","Microsoft.Photos.exe","Microsoft Photos","Process","8",,"False",,"4332","Microsoft.Win32.SafeHandles.SafeProcessHandle","1096","8900",".","0","","System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","51696","51696","64528384","64528384","747224","747224","65343488","65343488","103862272","103862272","1057611776","5352579072","True","Normal","64528384","64528384","00:00:00.9218750","Microsoft.Photos","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:02:22",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9218750","00:00:01","1048190976","5343158272","False",,,,"39616512","39616512",,
"MicrosoftEdge","2","892","2203988226048","51712000","34910208","49472","C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe","Microsoft Corporation","0.8125","11.00.17134.556 (WinBuild.160101.0800)","11.00.17134.556","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3248","Microsoft.Win32.SafeHandles.SafeProcessHandle","892","7176",".","134858","?","System.Diagnostics.ProcessModule (MicrosoftEdge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","49472","49472","34910208","34910208","791448","791448","36171776","36171776","69951488","69951488","676294656","2203994517504","True","Normal","34910208","34910208","00:00:00.4375000","MicrosoftEdge","255","False","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:02:57",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8125000","00:00:00.3750000","670003200","2203988226048","False",,,,"51712000","51712000",,
"MicrosoftEdgeCP","2","521","2237915189248","26062848","6332416","22400","C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.140625","11.00.17134.556 (WinBuild.160101.0800)","11.00.17134.556","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"3848","Microsoft.Win32.SafeHandles.SafeProcessHandle","521","6348",".","986870","?","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22400","22400","6332416","6332416","364360","364360","6467584","6467584","26521600","26521600","241430528","2237919391744","True","Normal","6332416","6332416","00:00:00.0937500","MicrosoftEdgeCP","255","False","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:02:57",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0468750","237228032","2237915189248","False",,,,"26062848","26062848",,
"MicrosoftEdgeCP","2","404","2237878034432","23420928","5545984","18632","C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.203125","11.00.17134.556 (WinBuild.160101.0800)","11.00.17134.556","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"3052","Microsoft.Win32.SafeHandles.SafeProcessHandle","404","9744",".","200506","?","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18632","18632","5545984","5545984","294320","294320","5644288","5644288","23834624","23834624","203227136","2237881188352","True","Normal","5545984","5545984","00:00:00.1562500","MicrosoftEdgeCP","255","False","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:02:57",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0468750","200073216","2237878034432","False",,,,"23420928","23420928",,
"MSASCuiL","2","161","2203447541760","8491008","2072576","10736","C:\Program Files\Windows Defender\MSASCuiL.exe","Microsoft Corporation","0.109375","4.13.17134.1 (WinBuild.160101.0800)","4.13.17134.1","Windows Defender notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"3584","Microsoft.Win32.SafeHandles.SafeProcessHandle","161","768",".","0","","System.Diagnostics.ProcessModule (MSASCuiL.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","2072576","2072576","186992","186992","2199552","2199552","9609216","9609216","131428352","2203449651200","True","Normal","2072576","2072576","00:00:00.0781250","MSASCuiL","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0312500","129318912","2203447541760","False",,,,"8491008","8491008",,
"MsMpEng","0","1018","2203970019328","145387520","192069632","70920",,,"784.8125",,,,,"Process","8",,,,,,"1018","4376",".","0","",,,,,"70920","70920","192069632","192069632","604608","604608","653545472","653545472","525787136","525787136","1005486080","2204323708928",,,"192069632","192069632","00:04:35.8593750","MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:13:04.8125000","00:08:28.9531250","651796480","2203970019328","False",,,,"145387520","145387520",,
"netsession_win","2","427","127258624","14598144","13516800","24616","C:\Users\White-Hat-Gamer\AppData\Local\Akamai\netsession_win.exe","Akamai Technologies, Inc.","30.34375","1.9.5.6","1.9.5.6","Akamai NetSession Client","Akamai NetSession Client","Process","8",,"False",,"4680","Microsoft.Win32.SafeHandles.SafeProcessHandle","427","7836",".","0","","System.Diagnostics.ProcessModule (netsession_win.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24616","24616","13516800","13516800","211736","211736","14422016","14422016","25571328","25571328","137744384","137744384","True","Normal","13516800","13516800","00:00:24.5000000","netsession_win","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:29",,"System.Diagnostics.ProcessThreadCollection","00:00:30.3437500","00:00:05.8437500","127258624","127258624","False",,,,"14598144","14598144",,
"netsession_win","2","185","98594816","8634368","3194880","12072","C:\Users\White-Hat-Gamer\AppData\Local\Akamai\netsession_win.exe","Akamai Technologies, Inc.","0.03125","1.9.5.6","1.9.5.6","Akamai NetSession Client","Akamai NetSession Client","Process","8",,"False",,"4692","Microsoft.Win32.SafeHandles.SafeProcessHandle","185","10880",".","0","","System.Diagnostics.ProcessModule (netsession_win.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12072","12072","3194880","3194880","187144","187144","3670016","3670016","11063296","11063296","102416384","102416384","True","Normal","3194880","3194880","00:00:00.0312500","netsession_win","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:29",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","98594816","98594816","False",,,,"8634368","8634368",,
"NisSrv","0","203","2203436994560","9383936","7450624","11928",,,"2.21875",,,,,"Process","8",,,,,,"203","7472",".","0","",,,,,"11928","11928","7450624","7450624","146680","146680","9773056","9773056","13570048","13570048","128253952","2203446476800",,,"7450624","7450624","00:00:00.7500000","NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:19",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2187500","00:00:01.4687500","118771712","2203436994560","False",,,,"9383936","9383936",,
"nvcontainer","0","614","2203517546496","15728640","11378688","41336","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe","","7.515625","","","","","Process","8",,"False",,"3928","Microsoft.Win32.SafeHandles.SafeProcessHandle","614","4092",".","0","","System.Diagnostics.ProcessModule (nvcontainer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","41336","41336","11378688","11378688","275520","275520","12849152","12849152","32960512","32960512","204566528","2203522789376","True","Normal","11378688","11378688","00:00:03.8281250","nvcontainer","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:07.5156250","00:00:03.6875000","199323648","2203517546496","False",,,,"15728640","15728640",,
"nvcontainer","2","510","2203600252928","74964992","32636928","26584","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe","","16.671875","","","","","Process","8",,"False",,"4672","Microsoft.Win32.SafeHandles.SafeProcessHandle","510","14136",".","0","","System.Diagnostics.ProcessModule (nvcontainer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26584","26584","32636928","32636928","290056","290056","81309696","81309696","101408768","101408768","323198976","2203641421824","True","Normal","32636928","32636928","00:00:06.6093750","nvcontainer","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:09",,"System.Diagnostics.ProcessThreadCollection","00:00:16.6718750","00:00:10.0625000","282030080","2203600252928","False",,,,"74964992","74964992",,
"NVDisplay.Container","0","263","4418338816","32415744","3555328","12832","C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe","","0.5625","","","","","Process","8",,"False",,"4476","Microsoft.Win32.SafeHandles.SafeProcessHandle","263","2208",".","0","","System.Diagnostics.ProcessModule (NVDisplay.Container.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12832","12832","3555328","3555328","168960","168960","4452352","4452352","33554432","33554432","130719744","4425687040","True","Normal","3555328","3555328","00:00:00.1718750","NVDisplay.Container","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.3906250","123371520","4418338816","False",,,,"32415744","32415744",,
"NVDisplay.Container","2","481","4522823680","22609920","24928256","22488","C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe","","1.71875","","","","","Process","8",,"False",,"5020","Microsoft.Win32.SafeHandles.SafeProcessHandle","481","3328",".","0","","System.Diagnostics.ProcessModule (NVDisplay.Container.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22488","22488","24928256","24928256","314288","314288","25534464","25534464","44859392","44859392","254545920","4549513216","True","Normal","24928256","24928256","00:00:01.3593750","NVDisplay.Container","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 03:18:57",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7187500","00:00:00.3593750","227856384","4522823680","False",,,,"22609920","22609920",,
"NVIDIA Web Helper","2","664","343977984","3297280","33484800","77952","C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe","Node.js","3.328125","8.11.4","8.11.4","NVIDIA Web Helper Service","Node.js","Process","6",,"False",,"3988","Microsoft.Win32.SafeHandles.SafeProcessHandle","664","11028",".","0","","System.Diagnostics.ProcessModule (NVIDIA Web Helper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","77952","77952","33484800","33484800","341328","341328","36315136","36315136","57413632","57413632","352010240","352010240","True","BelowNormal","33484800","33484800","00:00:01.3281250","NVIDIA Web Helper","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:13",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3281250","00:00:02","343977984","343977984","False",,,,"3297280","3297280",,
"NvTelemetryContainer","0","304","120422400","12476416","6139904","17608","C:\Program Files (x86)\NVIDIA Corporation\NvTelemetry\NvTelemetryContainer.exe","","1.875","","","","","Process","8",,"False",,"5000","Microsoft.Win32.SafeHandles.SafeProcessHandle","304","4052",".","0","","System.Diagnostics.ProcessModule (NvTelemetryContainer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17608","17608","6139904","6139904","160584","160584","8138752","8138752","17526784","17526784","132612096","132612096","True","Normal","6139904","6139904","00:00:01.0781250","NvTelemetryContainer","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:01.8750000","00:00:00.7968750","120422400","120422400","False",,,,"12476416","12476416",,
"OriginWebHelperService","0","332","123965440","9023488","5529600","23608","C:\Program Files (x86)\Origin\OriginWebHelperService.exe","Electronic Arts","7.46875","10,5,34,21025","10,5,34,21025","OriginWebHelperService","OriginWebHelperService","Process","4",,"False",,"3184","Microsoft.Win32.SafeHandles.SafeProcessHandle","332","4100",".","0","","System.Diagnostics.ProcessModule (OriginWebHelperService.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","23608","23608","5529600","5529600","215944","215944","5959680","5959680","20291584","20291584","135733248","135733248","True","Idle","5529600","5529600","00:00:02.6406250","OriginWebHelperService","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:07.4687500","00:00:04.8281250","123965440","123965440","False",,,,"9023488","9023488",,
"PnkBstrA","0","160","64245760","4521984","1482752","10648","C:\WINDOWS\SysWOW64\PnkBstrA.exe",,"0.5625",,,,,"Process","8",,"False",,"4212","Microsoft.Win32.SafeHandles.SafeProcessHandle","160","4000",".","0","","System.Diagnostics.ProcessModule (PnkBstrA.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10648","10648","1482752","1482752","124632","124632","1908736","1908736","7016448","7016448","72110080","72110080","True","Normal","1482752","1482752","00:00:00.2968750","PnkBstrA","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.2656250","64245760","64245760","False",,,,"4521984","4521984",,
"powershell_ise","2","973","5566558208","195379200","189476864","50384","C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe","Microsoft Corporation","45.75","10.0.17134.81 (WinBuild.160101.0800)","10.0.17134.81","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"4168","Microsoft.Win32.SafeHandles.SafeProcessHandle","973","10408",".","331652","Administrator: Windows PowerShell ISE","System.Diagnostics.ProcessModule (PowerShell_ISE.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","50384","50384","189476864","189476864","896504","896504","199958528","199958528","198160384","198160384","1322729472","5617696768","True","Normal","189476864","189476864","00:00:26.2187500","powershell_ise","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:26:21",,"System.Diagnostics.ProcessThreadCollection","00:00:45.7656250","00:00:19.5468750","1271590912","5566558208","False",,,,"195379200","195379200",,
"RAVCpl64","2","461","4477030400","11378688","8167424","16584","C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe","Realtek Semiconductor","1.046875","1, 0, 0, 1056","1, 0, 0, 1056","Gestionnaire audio HD Realtek","Gestionnaire audio HD Realtek","Process","8",,"False",,"5100","Microsoft.Win32.SafeHandles.SafeProcessHandle","461","5964",".","0","","System.Diagnostics.ProcessModule (RAVCpl64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16584","16584","8167424","8167424","264072","264072","9728000","9728000","18567168","18567168","220073984","4515041280","True","Normal","8167424","8167424","00:00:00.8593750","RAVCpl64","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:26",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0468750","00:00:00.1875000","182063104","4477030400","False",,,,"11378688","11378688",,
